date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:02:24	1366/1366	---MCZ	404	error ('Not%20Found')	text/html	etag:1735194420-ssl-df	https://comixo.netlify.app/robots.txt		(from )
02:02:25	31734/31734	---MCZ	200	added ('OK')	text/html	etag:%22b3a1595e43391f4a1731f44dde88c73d-ssl-df%22	https://comixo.netlify.app/demos/	E:/master%20class%20Assingment/Project/Comic%20Books%20&%20Art%20Studio/comixo.netlify.app/demos/index.html	(from )
02:02:26	194901/194901	---MCZ	200	added ('OK')	text/css	etag:%2222af3b89ac92eea6f7c6a17c21a8d354-ssl-df%22	https://comixo.netlify.app/demos/css/bootstrap.min.css	E:/master%20class%20Assingment/Project/Comic%20Books%20&%20Art%20Studio/comixo.netlify.app/demos/css/bootstrap.min.css	(from https://comixo.netlify.app/demos/)
02:02:26	102025/102025	---MCZ	200	added ('OK')	text/css	etag:%227e96069ca8ddcc8abb220568018caf2f-ssl-df%22	https://comixo.netlify.app/demos/css/all.min.css	E:/master%20class%20Assingment/Project/Comic%20Books%20&%20Art%20Studio/comixo.netlify.app/demos/css/all.min.css	(from https://comixo.netlify.app/demos/)
02:02:26	1776/1776	---M-Z	200	added ('OK')	text/css	etag:%22eb1c5c1c3db37a5348ac2804b5708c72-ssl-df%22	https://comixo.netlify.app/demos/css/slick.css	E:/master%20class%20Assingment/Project/Comic%20Books%20&%20Art%20Studio/comixo.netlify.app/demos/css/slick.css	(from https://comixo.netlify.app/demos/)
02:02:27	14982/14982	---MCZ	200	added ('OK')	text/css	etag:%22b34b307775a105c18906caaace012027-ssl-df%22	https://comixo.netlify.app/demos/css/venobox.min.css	E:/master%20class%20Assingment/Project/Comic%20Books%20&%20Art%20Studio/comixo.netlify.app/demos/css/venobox.min.css	(from https://comixo.netlify.app/demos/)
02:02:27	31133/31133	---MCZ	200	added ('OK')	text/css	etag:%223cae9247d6f5cb2499cadca2a14e2fa0-ssl-df%22	https://comixo.netlify.app/demos/css/style.css	E:/master%20class%20Assingment/Project/Comic%20Books%20&%20Art%20Studio/comixo.netlify.app/demos/css/style.css	(from https://comixo.netlify.app/demos/)
02:02:28	11473/11473	---MCZ	200	added ('OK')	text/css	etag:%22490ef7b466639ce87b4040d68c8d8349-ssl-df%22	https://comixo.netlify.app/demos/css/responsive.css	E:/master%20class%20Assingment/Project/Comic%20Books%20&%20Art%20Studio/comixo.netlify.app/demos/css/responsive.css	(from https://comixo.netlify.app/demos/)
02:02:28	12757/12757	---MCZ	200	added ('OK')	text/html	etag:%225a38888c6386036fd7f77c17bc925cf1-ssl-df%22	https://comixo.netlify.app/demos/bookmark	E:/master%20class%20Assingment/Project/Comic%20Books%20&%20Art%20Studio/comixo.netlify.app/demos/bookmark.html	(from https://comixo.netlify.app/demos/)
02:02:29	14472/14472	---MCZ	200	added ('OK')	text/html	etag:%2232df02d0d6df82da4d38649043f110c1-ssl-df%22	https://comixo.netlify.app/demos/cart	E:/master%20class%20Assingment/Project/Comic%20Books%20&%20Art%20Studio/comixo.netlify.app/demos/cart.html	(from https://comixo.netlify.app/demos/)
